[1.4210854715202004e-14, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 2.842170943040401e-14, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14];10;1;{'archivesize': 5, 'popsize': 83};5.684341886080802e-15
[1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 2.842170943040401e-14, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 2.842170943040401e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];10;1;{'archivesize': 5, 'popsize': 83};5.968558980384841e-15
[1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 1.4210854715202004e-14, 2.842170943040401e-14, 0.0, 5.684341886080802e-14, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 5.684341886080802e-14, 0.0, 0.0, 0.0, 1.4210854715202004e-13, 0.0, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 2.842170943040401e-14, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 0.0, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 0.0, 1.4210854715202004e-14, 1.4210854715202004e-14, 0.0, 0.0, 1.4210854715202004e-14, 5.684341886080802e-14, 0.0, 0.0, 0.0, 1.8474111129762605e-12, 0.0, 2.842170943040401e-14, 0.0, 1.4210854715202004e-14, 0.0, 0.0, 1.4210854715202004e-14, 0.0];10;1;{'archivesize': 14, 'popsize': 63};2.7569058147491886e-14
[2.9429035635075707e-06, 5.3983001180313295e-08, 1.0848852127764985e-07, 0.00014453210893350388, 6.130519693670067e-06, 1.1509514763474726e-07, 1.8673493116239115e-06, 5.030325098687172e-07, 4.614627357568679e-06, 1.7051974197102027e-06, 5.187320084587554e-07, 0.00020713218991375015, 1.5780656752895084e-05, 4.960297985689976e-07, 2.473503286637424e-07, 5.383329508390489e-06, 6.06949726034145e-07, 1.4678828108571906e-07, 7.163910140661756e-07, 1.7402438317049018e-06, 2.743556279938275e-07, 1.4185468018013125e-06, 4.6883016580068215e-08, 1.2909011104511592e-07, 1.3403243315224245e-07, 4.4774373861855565e-06, 2.5414102012177864e-05, 4.363925782513434e-06, 2.531148666662375e-06, 3.3287966516581946e-07, 6.210959213603928e-08, 1.1023317370018049e-08, 9.088383876587613e-07, 1.1147733403049642e-08, 1.7826083222871603e-06, 2.1565440988524642e-08, 1.8657061673366115e-08, 5.952177488666166e-06, 4.9867625477872934e-06, 1.4727670532010961e-06, 1.292929724172609e-05, 3.079668175587358e-06, 6.860960723997778e-07, 2.1368472857830056e-07, 5.79274939127572e-08, 2.5374887968609983e-08, 1.760362451364017e-06, 8.526598804792229e-07, 1.4164783124215319e-08, 5.425373771572595e-06, 1.7388120596706358e-06, 2.4699721734577906e-07, 5.198730264055484e-07, 0.00022223887579286838, 5.702175656097097e-07, 3.005559676694247e-07, 4.443481543603411e-06, 5.996063788415995e-05, 6.721860853531325e-05, 1.6515696188434958e-07, 2.7695919442294326e-06, 2.919163506476252e-07, 5.153227874643562e-06, 9.710796575745917e-07, 2.7232430852563994e-06, 0.00027102655435840006, 7.348418904484788e-07, 4.5257461067649274e-07, 4.898452772295059e-07, 1.4613073062719195e-07, 2.805938876804248e-06, 5.5901168138916546e-08, 2.7414017722549033e-07, 3.281363532892101e-06, 2.5796771012664976e-06, 1.0086613144721923e-07, 2.6071361958202033e-08, 4.3248807912732445e-07, 3.2065514687928953e-09, 1.4210289776883656e-05, 3.0204773224795645e-06, 2.7616115971795807e-07, 2.0946831114088127e-07, 1.734505445938339e-07, 8.426036927744462e-06, 1.5284293084505407e-06, 1.5603447423018224e-07, 1.9192964373360155e-07, 4.921801959767436e-06, 5.567945493112347e-06, 2.0020480917537498e-07, 1.585189437491863e-07, 4.598252587584284e-07, 1.573428676238109e-07, 3.300142736861744e-06, 1.372368956253922e-07, 2.1972561370375843e-06, 4.035586405848335e-05, 9.144336559074873e-07, 8.41882980751052e-06];10;6;{'archivesize': 3, 'popsize': 52};1.2214401899655058e-05
[1.7347311102233505, 1.7371158722716018, 1.5234369504159986, 1.7038570295104876, 1.8013759018182327, 1.5029712177876036, 1.3800448193202328, 1.7192708175041673, 1.3611694225961344, 1.5464416929228832, 1.4450786386762786, 1.327875049987938, 1.7514913089785011, 0.7531212129661924, 1.8324789260039438, 1.3987661522537564, 1.7851437053119241, 1.146015020998533, 1.043386528026275, 1.544848185704609, 1.2543492388672064, 1.823976712344063, 1.5648711822223333, 1.7321431735436192, 1.4269920150131838, 1.604320112293692, 1.5872647014090262, 1.4922374544691195, 1.4266832772051146, 1.7053106928582906, 1.4737195655895903, 1.3834604844354885, 1.5022329983786165, 1.2538235623121352, 1.6666950145589965, 1.5122211531806329, 1.2216986518120905, 1.9486647044637664, 1.3276164418799965, 1.6494444699987412, 0.9880897841667604, 1.6893998480033474, 1.7253724022043002, 1.761687585573469, 1.4581425075737116, 1.5797398507435503, 1.7127598077610173, 1.4462948506977966, 1.1539801175821367, 1.6763087295133516, 1.800914290585382, 1.2401953199977527, 1.8103481174915999, 0.9026293486840302, 1.6617992761711662, 1.3588604159795352, 1.5183401220182304, 1.7700392562163927, 1.507157620576237, 1.6046802318008986, 1.122162275738333, 1.7854395720368927, 1.4426241376528992, 1.940521721583508, 0.7352185516972725, 1.3949929194754134, 1.8336876271595486, 1.7107278808424553, 1.5574792841755425, 1.3277645669618892, 1.67963126316576, 1.3401667487766815, 1.652255397037976, 1.857075864850799, 1.1371256023255683, 1.8608891402204222, 1.625283580254603, 1.1763921245615734, 1.7103324913366293, 1.0572864597529588, 1.4749906195822007, 1.3101352310655159, 1.7938904479469784, 1.3173424530003786, 1.276995743108131, 1.8426993784164836, 1.704973640914261, 1.5125370103933449, 1.3233876282796757, 1.4133929006117114, 1.5101710552596899, 1.5302309960555078, 1.6661918286754656, 1.2482617383275851, 1.654795326288479, 1.6928071432681406, 1.6004865581112426, 1.789682204874964, 1.4093607419552825, 1.4391407923799875];10;20;{'archivesize': 9, 'popsize': 128};1.5142161530157676
[1.0100692518383596, 1.0690506699646676, 1.8158642694615423, 0.955313527276445, 0.7245503255573169, 1.0074640180368704, 1.3140508286843158, 1.7174087412139443, 1.063739000804901, 1.1679923874376925, 1.0067367214452076, 0.9509993141899145, 1.1602456791123927, 1.756286561309821, 0.911977127093877, 1.848996985974594, 0.6761814186094455, 1.3461928467278597, 1.2876747288033812, 1.8255016073532033, 1.161581252079202, 1.3394975815173211, 1.5451686356919083, 1.1492084391998958, 1.8417085500972803, 1.164648049992195, 1.1094440924262585, 1.4332568461291828, 1.4024284422761752, 1.6241024015699566, 1.2980319111801464, 1.3746953517947418, 1.244897022012566, 1.3520520054011627, 1.3724982156609826, 1.3660792883877662, 1.2053215261412333, 1.1844051032332459, 1.0506659583979854, 1.2226752625903146, 1.2805461511948693, 1.193037208349267, 1.2886923387641502, 1.4670527966133875, 1.5649583432733039, 1.703778970478055, 0.9438281519645386, 0.9360932044020842, 1.1734119910311165, 0.8373212019146763, 1.304652809313552, 1.348314002098789, 1.2704457159354092, 1.2765066873477053, 0.8121140985589932, 1.1251750562780387, 1.4223507017777592, 1.3330701720662432, 1.0771111951292198, 1.0626634118718243, 0.8177604723591116, 1.4294735838951738, 0.7721322928346979, 1.3111810852078634, 1.0699395419715643, 1.1883252249267287, 1.319221870451372, 1.243948947340897, 1.00720015129383, 1.4451508040494048, 1.460979434613762, 1.3075265585166562, 1.3406233470830102, 1.300730751205208, 1.0670246511236314, 1.15927428466253, 1.267585685990241, 1.2275948707779492, 1.5910021524651086, 1.1833186610935513, 0.9807142248310186, 1.3988913125731983, 1.04645043993753, 1.5755158750811518, 1.566468331491194, 1.681915675277594, 0.5711353053855532, 1.7074580891222126, 0.872278098004017, 1.10883441450423, 1.0478895157935426, 1.336889662407117, 0.8338185487806982, 0.779875536168106, 1.8870692030277212, 0.9475187908170994, 1.1314198344367128, 1.5607770811728017, 1.2791181110970626, 1.770887920645663];10;20;{'archivesize': 13, 'popsize': 71};1.2507470649745478
[0.13491053511299356, 0.340182529967592, 0.45506854065953917, 0.000453982310716583, 0.0026811626150333723, 0.0119801619116231, 0.0006995791274988505, 0.003975528815857388, 0.000986574344381097, 0.0011232355057160248, 0.0012183206567328853, 0.023131782122561617, 3.7054541920156225e-05, 0.00011366712421079228, 0.0018495683313801692, 0.011710676834411515, 0.1478191887246254, 0.027769012498680468, 0.0004477115031846779, 0.5354220142774437, 0.08793333093640854, 0.004318863091924641, 0.005752294911829381, 0.046537457395317006, 0.0013289632158688391, 0.6862830099599506, 0.02636978999694861, 0.0033223842075216226, 0.021327113563074818, 0.002672854001161795, 1.4078627213974926, 0.0018451750142389756, 0.031104783766352284, 0.014527606346632638, 0.0025971573282390636, 0.044433728509233106, 9.525119256181824e-05, 0.0040175003379800955, 0.00011972389630443558, 0.00503527840955087, 0.014631549017721568, 0.0042954281014147, 0.0017965840332294647, 0.0026078057110225927, 0.10808777302798944, 0.006961915131356022, 0.04346031556502794, 0.31508734381615966, 0.0007784399584380708, 0.0038981875199652904, 0.0026165788056857764, 0.0003943438572662217, 0.016629988483899183, 6.7478155610918975, 0.0052884570305167244, 0.002185195167541565, 0.17219729132297346, 0.2819301172209947, 0.01713004655101713, 0.0003860256664154349, 0.00010627054847134332, 0.014353889965065036, 0.04406502661223044, 0.0026260278497147738, 0.0040361656922272005, 0.031646990477128156, 0.003985842397426609, 0.03486002244397923, 0.007208451514770786, 0.00021511449166666807, 0.0009681439436235451, 0.0031609297051602425, 0.004204498890715058, 0.020130682130087507, 0.007847873030868868, 0.0005293794206551183, 0.00016625173398665538, 0.05246284397559009, 0.010707681332249308, 0.008367430352123506, 0.004069327039758264, 0.14295161177422244, 0.002688521477224981, 0.02157293689117523, 0.0025503630696164237, 0.015502952130987069, 0.05568969340244223, 0.0023764949946354363, 0.0017359695250718232, 0.007704687001279353, 0.00248266192110691, 0.00022898390507464228, 0.1399862809641661, 0.1366461264860277, 0.006601025750271106, 0.0005441867430988623, 0.0033211351519923937, 0.0036059848675051853, 0.0021703843153488833, 0.0034372303484246913];10;10;{'archivesize': 9, 'popsize': 186};0.12654760835812395
[1.4052277568110014, 1.3740833034581499, 0.9357026373854467, 1.3045380705896434, 1.0638568647393924, 1.1843985780027708, 1.1258178590091745, 1.2567169522798167, 1.2963751730931392, 1.307439411285543, 1.5627705899489968, 1.8895824420564225, 0.9659660895061961, 1.3728658951378634, 1.243617747085807, 0.9918077768355431, 1.9820576666905083, 1.660757921517643, 0.6811014872922954, 1.0313285422759293, 1.8059024877120748, 1.434454395064705, 1.8300992631710358, 0.7682193099576295, 1.60767821478845, 1.3797792697984903, 0.9741484731463004, 1.2993008761357885, 1.3435493701675512, 0.8798173285849202, 1.0359589973357402, 1.3957965583733483, 1.47907530252823, 1.4646918584879245, 1.1272320681875385, 1.4462476562767108, 0.9104131825594379, 1.3518901363050588, 1.1391793862885038, 1.3233888131335902, 1.923458156324216, 0.592192956115241, 1.40528316408637, 0.8093428706783641, 1.0742836548351988, 0.8292968310097422, 1.7669846545005043, 1.3331216877883207, 0.8295158586917353, 1.6636182156223356, 1.3635001602903003, 1.3862420124164885, 1.2528295485766137, 1.0067741274766604, 1.2510645991176261, 1.0462080130870675, 1.2830848845183027, 1.2948020668297318, 1.2225071994248822, 1.016743496962647, 0.9477822841670616, 1.581197040154592, 1.0069739890876122, 0.8167202773103099, 0.8444299632013212, 1.3424084041879212, 1.1751038168460468, 1.3424360462020957, 1.0659450953151008, 0.9481051099338629, 0.8517757361996132, 1.6761887976956586, 0.8304976854405197, 1.2885180856545446, 1.8536134324660338, 0.9306491316405356, 1.000847397907222, 1.4725862829365894, 1.1537181013000861, 0.9122688412588218, 1.283658727988069, 1.4098548756318223, 0.7442384414877949, 1.7627773929637272, 1.0976971426525495, 0.7324236019859711, 1.1232409000910195, 1.4980072668770106, 1.0462226864873685, 1.1803808019581652, 1.4332093751011996, 1.1931506165251733, 1.666313264123744, 0.6873367007734146, 1.0488452010435765, 1.070075238174212, 1.0462524645202222, 1.2097152149829355, 1.0582714330161593, 1.4133663153939438];10;20;{'archivesize': 14, 'popsize': 63};1.227304930520403
[0.4575767449914423, 0.0001443112225842924, 0.005359080786547565, 0.35581032498330956, 0.0013019314070135124, 0.005090261944545205, 0.013986370144095872, 2.5266673124547054, 0.10044453391327579, 0.22466512143755324, 0.006084393127920862, 0.00024034831611174923, 5.5825952443910865e-05, 0.03831259440372037, 0.00388163177230183, 0.0020943508664146293, 6.041558175695627e-05, 0.004678896166879554, 0.0011365002940806335, 0.0041585887311725855, 0.0020067700938994903, 2.5279701517888498e-05, 0.16582315688829397, 0.09183299317749061, 0.0005974077047028459, 0.1642400235542425, 0.0002716459414671135, 0.0015095373649103294, 0.039968481364240915, 9.709099325050374e-05, 0.0010368260888071745, 0.006984537748166986, 0.0010128287051998086, 0.00014172870557160877, 0.7944651232135271, 8.44510370967555e-05, 0.00048302452395887485, 0.008747999127692196, 0.0016240557042692672, 0.002273719246318251, 0.027256019753224336, 0.08520741419388855, 0.8171660037971691, 0.028732046686940294, 0.0037442509010219283, 0.08826568670554025, 0.005607966022267874, 0.004527628274146878, 0.00909775868663587, 0.0006801786828560807, 0.00010284916544378575, 0.0039503586462643625, 0.0029743156631099055, 1.0883125111637781, 0.0013891100667677847, 0.02039138516103378, 0.015173101952967727, 0.02289544746790284, 0.04550099345472347, 0.04247097800971744, 0.00020763441214910472, 5.04250718447598, 0.09261334804534727, 0.00405671018891951, 0.01528056575590142, 0.0005790458878180971, 0.15107166505264047, 0.00884535700025424, 0.2365014990291172, 0.07887203793315223, 0.2844632112027483, 0.006337131119593664, 0.009681095442871879, 0.00786393682903963, 8.070218626395786, 0.014963309939204805, 0.007877666261578042, 0.007191725440236496, 0.00048329604707930685, 0.02215146651386135, 9.103400060439526e-05, 0.09582946998014563, 0.004287031480231462, 0.03650658037446419, 0.00382739611009697, 0.008790731390590167, 0.06744183479138144, 0.00033698271670346003, 0.0042036306048345295, 0.010058099551699229, 0.0010937850950654138, 0.02392255716983982, 0.006055223429470402, 0.01253071949152229, 0.004805682963620939, 0.0005287717623616572, 0.016819036343136418, 0.2646352813556092, 0.0037246061034608147, 0.18145152220294847];10;10;{'archivesize': 12, 'popsize': 180};0.22157128713728966
[6.793363094105175, 0.6476612114674793, 0.5449161457290472, 0.21342129909281482, 3.604208566529749, 0.14426960810887124, 8.600855348225664, 3.464401639413353, 0.6967155601461883, 0.6920482359046645, 1.6861266744505201, 0.0729663073640694, 2.558531577909875, 3.638460789573088, 0.0011356700165094935, 0.6355388151989985, 0.06382767801217426, 7.741680391859518e-06, 0.07649216807966752, 0.5657541033308604, 3.1437778406296246, 0.00014144411120753375, 0.08298905356831199, 1.0121940425740945, 0.009315965497037837, 160.54475272118674, 10.400625808442001, 0.6392737839798741, 0.1609996985257851, 2.4166858761440864, 0.0642252576315343, 0.013831594024779292, 0.0010622955296355485, 2.0212361210138994, 0.1119086509711309, 1.2859862429071853, 0.20977589262369634, 0.0642714496754877, 0.02489189275856063, 0.03653995539603727, 0.23683208135285838, 2.5887322442272307, 1.5324125664450463, 0.0004979410287830888, 1.6423685018426823, 42.511557592797175, 10.679901862219722, 0.0009102779788463522, 1.0283031962255649, 3.610296295207064, 0.015652576267896734, 0.11788115292539203, 0.3182938095210659, 0.001748053016441986, 0.17086959407434676, 0.4722438065430765, 0.00032488968903976456, 1.489536209508202, 0.0001640837357399505, 3.317965276760688, 0.6708093475371726, 0.9018239497199403, 3.1444820402162748, 0.26196791513528694, 0.023915929105285727, 0.003411329187443357, 0.08651581963306398, 11.854699714983568, 0.0009358562224264233, 3.531780530497713, 0.009250637666411876, 13.892792995558608, 0.39835116794712633, 0.606564148198089, 0.856207711983771, 0.0010506429445484855, 0.0093514152517713, 0.48417804535004905, 0.001659848256906571, 0.004956014425090416, 0.38549662054711575, 0.4558485138715156, 0.0014065342953557547, 0.018496830372299655, 0.00927009096385234, 0.25890859447996206, 0.08135118177574441, 0.41661139088203925, 6.141438272635355, 1.8189644173772592, 0.1962137297807658, 14.337650793230807, 0.6842218479210231, 2.0835066541745704, 0.034877758087290545, 0.0008487356730881856, 0.4986540606163459, 2.2017729592701727, 0.0088823047216664, 0.12506849959359556];10;10;{'archivesize': 5, 'popsize': 83};3.531858746829871
