[-92.64999999999947, -92.64999999999957, -92.64999999999954, -92.6499999999995, -92.64999999999957, 2147483647.0, -92.64999999999948, -92.64999999999957, -92.64999999998429, -92.64999999999972, -92.64999999999952, -92.6499999999659, -92.64999999999947, -92.64999999999948, -92.64999999999922, -92.64999999999958, 2147483647.0, -92.64999999994525, -92.64999999999903, -92.64999999999915, -92.6499999999993, 2147483647.0, -92.64999999999984, -92.64999999999924, -92.64999999999897, -92.64999999999947, -92.64999999999927, -92.6499999999899, -92.64999999999891, -92.64999999999968, 2147483647.0, -92.64999999999917, 2147483647.0, -92.64999999999954, -92.6499999999997, -92.64999999993547, 2147483647.0, -92.64999999999985, -92.6499999999997, -92.64999999999927, 2147483647.0, -92.64999999996759, -92.64999999999935, -92.64999999999931, 2147483647.0, -92.64999999999976, -92.64999999999552, -92.64999999999964, -92.64999999999957, -92.64999999993228];10;1;{'far_enough': 4.113049724207757, 'generations': 3, 'level_limit': 3, 'meataepoch2': 30, 'mutation1': 1.5074091663643931, 'pop1': 35, 'sigma2': 2.9998163890521883}
[-92.64999999999961, -92.64999999999795, -92.6499999999984, -92.64999999999903, -92.64999999999914, -92.64999999999928, -92.6499999999995, 2147483647.0, -92.64999999999431, -92.64999999999715, -92.64999999999957, -92.64999999999665, -92.64999999999979, 2147483647.0, -92.64999999999645, -92.64999999999961, -92.64999999999824, -92.64999999999942, -92.64999999999952, -92.64965259025627, -92.64999999999851, -92.64999999999968, -92.64999999999961, -92.64999999999341, -92.6499999999994, 2147483647.0, -92.64999999999984, -92.64999999999868, -92.64999999999573, -92.64999999999382, 2147483647.0, -92.6499999999994, 2147483647.0, 2147483647.0, -92.64999999999729, -92.64999999999462, -92.64999999997178, -92.64999999999677, -92.64999999999972, 2147483647.0, -92.64999999999932, -92.64999999999888, 2147483647.0, -92.6499999999984, -92.64999999999966, -92.64999999999908, -92.64999999999685, -92.64999999999957, -92.64999999999928, 2147483647.0];10;1;{'far_enough': 3.6592880205320566, 'generations': 3, 'level_limit': 3, 'meataepoch2': 35, 'mutation1': 1.1777583732173598, 'pop1': 38, 'sigma2': 2.8641057440998132}
[-92.64078934613677, -92.64911736801805, -92.64999999999978, -92.64922884394493, -92.6475054687855, -92.64554741159702, -92.64918023208669, -92.64360940122458, -92.64999999999878, -92.64768029916038, -92.64535254554997, -92.64930883637226, -92.64999999999975, -92.6458521793658, -92.6374570304912, -92.64851930089702, -92.64105845343738, -92.64333700149174, -92.64753200437126, -92.64263806153939, -92.64679570455289, -92.64841500411366, -92.64679447759323, -92.64423693140378, -92.6493302325031, -92.64843205677522, -92.64999999999905, -92.64942014045478, -92.64890157914914, -92.64954305889155, -92.64999999999887, -92.64910329725619, -92.64573423471647, -92.6499999999993, -92.6482373590571, -92.64411558653057, -92.64767499111157, -92.63874781556375, -92.64430952484228, -92.64381211080598, -92.64591510187435, -92.64628710928798, -92.648543865005, -92.64910761976573, -92.6466151556125, -92.64692463976907, -92.64792512278778, -92.64821610508633, -92.64958617511667, -92.63739463879249];10;1;{'far_enough': 0.9400842450334976, 'generations': 2, 'level_limit': 6, 'meataepoch2': 36, 'mutation1': 0.25834618084987104, 'pop1': 34, 'sigma2': 2.8254594685120273}
[-92.64999999999972, -92.64987127218986, -92.64997140679338, -92.64999999995912, -92.64990332193668, -92.64993510810353, -92.64997873125841, -92.64990290924597, -92.6498468159889, -92.6499001952409, -92.6472379254012, -92.64999999999948, -92.64994004028428, -92.6499999999994, -92.64994800865574, -92.6490979999579, -92.64987073377661, -92.64999999989382, -92.64999999999971, -92.64940971385016, -92.64995400565448, -92.6492579800273, -92.6498908798098, -92.6499219331874, -92.64974364978694, -92.64999999999965, -92.64999999999954, -92.64999999999958, -92.64999999999931, -92.64994626843882, -92.64976422984952, -92.64978745960904, -92.64999999998908, -92.64998351200424, -92.64987892180805, -92.64995946142228, -92.64967573932863, -92.64999999999925, -92.64999999999925, -92.64998395147411, -92.64999999999928, -92.64990333638792, -92.64999999999928, -92.64974963688381, -92.64999999998781, -92.64982823227452, -92.64999999999466, -92.6493796676142, -92.6498956204925, -92.64910790731804];10;1;{'far_enough': 1.8632643024557982, 'generations': 3, 'level_limit': 3, 'meataepoch2': 30, 'mutation1': 0.8878949691881685, 'pop1': 37, 'sigma2': 2.1299050131830275}
[83.48000186615803, 83.48014188942675, 83.4800247863347, 83.480269405899, 83.4839511626026, 83.48004250924784, 83.48004659954324, 83.48003933502899, 83.48005379982547, 83.48026510101468, 83.48014361869508, 83.48064017740458, 83.48039938654266, 83.4800360587789, 83.48049170921864, 83.48048603154358, 83.4800276296874, 83.48007248398723, 83.4804342813853, 83.48001578013, 83.48045188812638, 83.48469461157684, 83.48005962109656, 83.48053511222362, 83.48032634626018, 83.48046020618702, 83.48004250681352, 83.48051972273996, 83.48002437072653, 83.48003394583564, 83.48015188505755, 83.48001174832596, 83.48004777392528, 83.48014498470855, 83.48019573022708, 83.48008899967566, 83.48003057628024, 83.4824593977493, 83.4811688712381, 83.48009836293006, 83.48025190475289, 83.49931755312082, 83.4845483950973, 83.48048042816843, 83.48004939510909, 83.48012442540427, 83.48022432898931, 83.48002914780432, 83.48012481489795, 83.48001536927255];10;6;{'far_enough': 2.8004746617363536, 'generations': 3, 'level_limit': 6, 'meataepoch2': 9, 'mutation1': 0.5775445799712642, 'mutation2': 0.18069346166201924, 'pop1': 49, 'pop2': 32, 'sample_dev2': 1.2206386504372388}
[-92.64999999999948, 2147483647.0, -92.64999999999897, -92.64999999999924, -92.64999999999971, -92.64999999999952, -92.64999999999934, -92.64999999999937, -92.64999999999952, -92.64999999999972, -92.64999999999958, -92.64999999999968, -92.6499999999998, -92.64999999999957, -92.64999999999951, -92.64999999999948, -92.64999999999966, -92.64999999999944, -92.64999999999968, -92.64999999999853, -92.6499999999996, -92.64999999999975, -92.64999999999964, -92.64999999999935, -92.64999999999978, -92.6499999999991, -92.64999999999952, -92.64999999999974, -92.64999999999975, -92.64999999999931, -92.64999999999947, -92.64999999999934, -92.6499999999999, -92.64999999999944, -92.64999999999827, -92.64999999999962, -92.64999999999966, -92.64999999999938, -92.64999999999975, -92.64999999999948, -92.64999999999904, -92.64999999999976, -92.64999999999968, -92.64999999999965, -92.64999999999948, -92.6499999999995, -92.64999999999965, -92.64999999999957, -92.64999999999948, -92.64999999999951];10;1;{'far_enough': 2.4414998077942385, 'generations': 3, 'level_limit': 5, 'meataepoch2': 5, 'mutation1': 0.8358246755939458, 'mutation2': 0.2729694270682987, 'pop1': 44, 'pop2': 31, 'sample_dev2': 0.6080468010398843}
[-92.64999999999961, -92.64999999999968, -92.64999999999964, -92.64999999999927, -92.6499999999996, -92.64999999999975, -92.64999999999922, -92.64999999999971, -92.64999999999972, -92.64999999999982, -92.64999999999989, -92.64999999999968, -92.64999999999952, -92.64999999999942, -92.64999999999951, -92.64999999999948, -92.64999999999968, -92.64999999999944, -92.64999999999975, -92.64999999999988, -92.64999999999955, -92.64999999999974, -92.64999999999955, -92.64999999999966, -92.64999999999945, -92.64999999999971, -92.64999999999951, -92.64999999999965, -92.6499999999997, -92.6499999999996, -92.6499999999997, -92.6499999999998, -92.64999999999935, -92.64999999999952, -92.6499999999996, -92.64999999999974, -92.64999999999979, -92.64999999999955, -92.64999999999964, -92.64999999999968, -92.6499999999997, -92.64999999999944, -92.64999999999989, -92.64999999999966, -92.64999999999965, -92.64999999999948, -92.64999999999975, -92.64999999999907, -92.64999999999966, -92.64999999999968];10;1;{'far_enough': 1.0139864138841062, 'generations': 6, 'level_limit': 4, 'meataepoch2': 6, 'mutation1': 0.7051529399226129, 'mutation2': 0.21193227631566802, 'pop1': 34, 'pop2': 30, 'sample_dev2': 0.930139046000818}
[-92.64999999999971, -92.6499999999997, -92.6499999999997, -92.64999999999976, -92.64999999999958, -92.64999999999957, -92.64999999999958, -92.64999999999954, -92.6499999999997, -92.64999999999972, -92.64999999999966, -92.64999999999968, -92.64999999999968, -92.64999999999962, -92.64999999999957, -92.64999999999979, -92.64999999999966, -92.64999999999976, -92.64999999999972, -92.64999999999952, -92.64999999999971, -92.64999999999971, -92.64999999999984, -92.64999999999965, -92.64999999999976, -92.64999999999971, -92.64999999999971, -92.64999999999984, -92.64999999999976, -92.64999999999975, -92.64999999999982, -92.64999999999992, -92.64999999999962, -92.6499999999996, -92.6499999999999, -92.64999999999958, -92.64999999999965, -92.64999999999978, -92.64999999999965, -92.64999999999966, -92.64999999999964, -92.6499999999999, -92.64999999999968, -92.6499999999996, -92.64999999999968, -92.6499999999999, -92.64999999999945, -92.64999999999962, -92.64999999999971, -92.64999999999979];10;1;{'far_enough': 1.667267110879361, 'generations': 2, 'level_limit': 2, 'meataepoch2': 5, 'mutation1': 0.57839087779408, 'mutation2': 0.24789030778313176, 'pop1': 32, 'pop2': 35, 'sample_dev2': 1.3498717241439677}
[84.89036287293096, 86.24541134230215, 88.40823743260833, 90.29604081929679, 87.3633985638986, 89.76220985851384, 90.88586969567336, 89.00398730014177, 87.34774089558447, 90.63902906781915, 88.74379243300336, 88.17010454285429, 87.982504508647, 89.96414479439538, 91.35188837660657, 89.78590385183199, 90.05412330330529, 91.68687840292789, 89.20839147928352, 85.39871455628615, 89.54183022441451, 88.22454510098957, 95.7251716476267, 86.2048618425819, 91.45911856080292, 91.88001440804332, 87.53175838031501, 89.88610538081006, 89.24856279887146, 87.57244475449265, 87.16431297864737, 86.23802253776357, 90.52039090073777, 85.05369578574532, 86.44633498756563, 87.12439182181095, 86.77670020983041, 84.83381512064213, 90.2396964837493, 90.3494422400675, 84.8443136635158, 89.76628406178203, 89.95858559358068, 86.45095499827123, 90.25394118975173, 89.7119628356181, 88.61387084920607, 92.3646611999312, 93.30598572558358, 86.13992496733066];10;6;{'far_enough': 1.293221997916251, 'generations': 3, 'level_limit': 3, 'meataepoch2': 38, 'mutation1': 0.29819057262253357, 'pop1': 30, 'sigma2': 2.316324590154537}
[-78.9898465367578, -78.9899846852916, -78.98982120861125, -78.98999140960824, -78.98989803451558, -78.98998762216613, -78.98997776369302, -78.98994402763594, -78.98999785007531, -78.98937139381914, -78.98999112259811, -78.98997007247073, -78.9862515828635, -78.9899460476448, -78.98997160354727, -78.9898791103931, -78.98999970670913, -78.98946628500543, -78.98999744377105, -78.98998865181585, -78.98998798839376, -78.98983252603446, -78.9899812057272, -78.98993912439383, -78.9899777019454, -78.98981447823817, -78.98985610218125, -78.98999672495098, -78.98999159107379, -78.98996174384838, -78.98998884557652, -78.98983499038118, -78.98996799914772, -78.98999976155682, -78.98990909218914, -78.98974822210508, -78.98972305546073, -78.98991254112536, -78.98997485395641, -78.98992080160788, -78.98998794778839, -78.98999042078677, -78.98979797677727, -78.98998626170155, -78.98988573008432, -78.9899852506636, -78.98933659772821, -78.98989069406889, -78.98999406342168, -78.98932859301568];10;10;{'far_enough': 2.0744453428585623, 'generations': 3, 'level_limit': 5, 'meataepoch2': 5, 'mutation1': 0.3454156088321567, 'mutation2': 0.9297464376554121, 'pop1': 67, 'pop2': 32, 'sample_dev2': 0.16896736171108317}
